fund,action,rank,client_key,business_relationship,country,segment,score,current_target_aum_eur,total_relationship_aum_eur,reason_1,reason_2,reason_3
EdR Fund Strategic Emerging,new_allocation,7,LA MUTUELLE GENERALE (MG) | FRANCE | Insurance Company / Mutuelle,LA MUTUELLE GENERALE (MG),FRANCE,Insurance Company / Mutuelle,71.64,0.0,210719.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Strategic Emerging,new_allocation,8,"EDR FRANCE, PBIA PARIS / MANAGED | FRANCE | Bank / EdR Private Banking","EDR FRANCE, PBIA PARIS / MANAGED",FRANCE,Bank / EdR Private Banking,71.6,0.0,107369826.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Fund Strategic Emerging,new_allocation,9,CREDIT MUTUEL ASSET MANAGEMENT | FRANCE | AM company / Fund of Funds,CREDIT MUTUEL ASSET MANAGEMENT,FRANCE,AM company / Fund of Funds,71.55,0.0,69141538.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Strategic Emerging,new_allocation,10,SUNNY ASSET MANAGEMENT | FRANCE | AM company / Independant,SUNNY ASSET MANAGEMENT,FRANCE,AM company / Independant,71.42,0.0,4034177.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Strategic Emerging,new_allocation,11,"EDR SUISSE, REPRESENTATIVE OFFICE ISRAEL / Advisory | ISRAEL | Bank / EdR Private Banking","EDR SUISSE, REPRESENTATIVE OFFICE ISRAEL / Advisory",ISRAEL,Bank / EdR Private Banking,70.33,0.0,4506838.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Strategic Emerging,new_allocation,12,EDR ITALIA PB/ALLFUNDS/Managed | ITALY | Bank / EdR Private Banking,EDR ITALIA PB/ALLFUNDS/Managed,ITALY,Bank / EdR Private Banking,69.55,0.0,135274793.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Fund Strategic Emerging,new_allocation,13,"EDR FRANCE, DCP LYON / ADISORY | FRANCE | Bank / EdR Private Banking","EDR FRANCE, DCP LYON / ADISORY",FRANCE,Bank / EdR Private Banking,69.21,0.0,4101235.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Strategic Emerging,new_allocation,14,BANQUE INTERNATIONALE A LUXEMBOURG / CUSTODIAN | LUXEMBOURG | Bank / Private Banking,BANQUE INTERNATIONALE A LUXEMBOURG / CUSTODIAN,LUXEMBOURG,Bank / Private Banking,69.02,0.0,74375139.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Fund Strategic Emerging,new_allocation,15,LA CIPAV | FRANCE | Pension Fund / Other,LA CIPAV,FRANCE,Pension Fund / Other,68.9,0.0,199839307.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,ticket size supports a meaningful allocation
EdR Fund Strategic Emerging,new_allocation,16,CNP ASSURANCES (No Rebates) | FRANCE | Insurance Company / Unit Link,CNP ASSURANCES (No Rebates),FRANCE,Insurance Company / Unit Link,68.49,0.0,230847.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Strategic Emerging,new_allocation,17,AUTHENTIC CAPITAL | SWITZERLAND | Independant Financial Advisor,AUTHENTIC CAPITAL,SWITZERLAND,Independant Financial Advisor,68.41,0.0,15751139.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Strategic Emerging,new_allocation,18,CORREDORES DE BOLSA SURA S.A. -CHILE-/ NSCC | CHILE | Bank / Online Broker,CORREDORES DE BOLSA SURA S.A. -CHILE-/ NSCC,CHILE,Bank / Online Broker,68.41,0.0,12101347.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Strategic Emerging,new_allocation,19,CNAVPL (Introduced client) | FRANCE | Pension Fund / Other,CNAVPL (Introduced client),FRANCE,Pension Fund / Other,68.35,0.0,65496199.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,ticket size supports a meaningful allocation
EdR Fund Strategic Emerging,new_allocation,20,"BOLTON GLOBAL CAPITAL, INC. / NSCC | UNITED STATES | Bank / Online Broker","BOLTON GLOBAL CAPITAL, INC. / NSCC",UNITED STATES,Bank / Online Broker,68.3,0.0,12636421.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Strategic Emerging,new_allocation,21,CAISSE DE PRÉVOYANCE ET DE RETRAITE DES NOTAIRES | FRANCE | Pension Fund / Other,CAISSE DE PRÉVOYANCE ET DE RETRAITE DES NOTAIRES,FRANCE,Pension Fund / Other,68.21,0.0,69358242.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,ticket size supports a meaningful allocation
EdR Fund Strategic Emerging,new_allocation,22,"EDR FRANCE, DCP PROVINCE / ADVISORY | FRANCE | Bank / EdR Private Banking","EDR FRANCE, DCP PROVINCE / ADVISORY",FRANCE,Bank / EdR Private Banking,67.7,0.0,61397678.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Fund Strategic Emerging,new_allocation,23,"INSIGNEO INTERNATIONAL FINANCIAL SERVICES, LLC / NSCC | PUERTO RICO | Bank / Online Broker","INSIGNEO INTERNATIONAL FINANCIAL SERVICES, LLC / NSCC",PUERTO RICO,Bank / Online Broker,67.13,0.0,23401209.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Strategic Emerging,new_allocation,24,PERSHING ADVISOR SOLUTIONS LLC / NSCC | UNITED STATES | Bank / Online Broker,PERSHING ADVISOR SOLUTIONS LLC / NSCC,UNITED STATES,Bank / Online Broker,67.09,0.0,21366067.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Strategic Emerging,new_allocation,25,"EDR FRANCE, PBIA PROVINCE / MANAGED | FRANCE | Bank / EdR Private Banking","EDR FRANCE, PBIA PROVINCE / MANAGED",FRANCE,Bank / EdR Private Banking,66.93,0.0,21985611.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Fund US Value,defend,1,LAZARD FRERES GESTION | FRANCE | AM company / Fund of Funds,LAZARD FRERES GESTION,FRANCE,AM company / Fund of Funds,80.77,5615807.0,6735570.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund US Value,defend,2,SMA BTP - SMA GESTION | FRANCE | AM company / Own account,SMA BTP - SMA GESTION,FRANCE,AM company / Own account,80.73,438254.0,311850.0,target fund already matters within this relationship,large installed holding in the target fund,fund already shows product-market fit in this country
EdR Fund US Value,defend,3,LA FINANCIERE TIEPOLO | FRANCE | AM company / Independant,LA FINANCIERE TIEPOLO,FRANCE,AM company / Independant,80.11,1681321.0,1993137.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund US Value,defend,4,FINANCIERE DE LA CITE | FRANCE | AM company / Independant,FINANCIERE DE LA CITE,FRANCE,AM company / Independant,77.47,1941342.0,1941342.0,large installed holding in the target fund,target fund already matters within this relationship,segment is a natural fit for this fund
EdR Fund US Value,defend,5,LCL BANQUE PRIVEE / FUND CHANNEL | FRANCE | Bank / Retail,LCL BANQUE PRIVEE / FUND CHANNEL,FRANCE,Bank / Retail,75.08,7608290.0,26557268.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,6,CREDIT AGRICOLE ASSURANCES (ex PREDICA) / FUND CHANNEL | FRANCE | Insurance Company / Unit Link,CREDIT AGRICOLE ASSURANCES (ex PREDICA) / FUND CHANNEL,FRANCE,Insurance Company / Unit Link,73.29,17268744.0,131865104.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,defend,7,SPIRICA / FUND CHANNEL | FRANCE | Insurance Company / Unit Link,SPIRICA / FUND CHANNEL,FRANCE,Insurance Company / Unit Link,72.56,5133184.0,77392864.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,8,CARDIF ASSURANCE VIE (UC) / ALLFUNDS | FRANCE | Insurance Company / Unit Link,CARDIF ASSURANCE VIE (UC) / ALLFUNDS,FRANCE,Insurance Company / Unit Link,72.54,5898526.0,113877129.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,9,SURAVENIR DISTRIBUTION | FRANCE | Insurance Company / Unit Link,SURAVENIR DISTRIBUTION,FRANCE,Insurance Company / Unit Link,72.43,6940958.0,195020622.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,10,INVESTIMO | FRANCE | Bank / Retail,INVESTIMO,FRANCE,Bank / Retail,72.34,461390.0,517437.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund US Value,defend,11,SWISS LIFE ASSURANCE ET PATRIMOINE / Référencement | FRANCE | Insurance Company / Unit Link,SWISS LIFE ASSURANCE ET PATRIMOINE / Référencement,FRANCE,Insurance Company / Unit Link,72.17,5673457.0,103960174.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,12,AXA FRANCE (CGPI) / MFEX | FRANCE | Insurance Company / Unit Link,AXA FRANCE (CGPI) / MFEX,FRANCE,Insurance Company / Unit Link,72.01,4471116.0,127906362.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,13,BNP PARIBAS SA / ALLFUNDS | FRANCE | Bank / Private Banking,BNP PARIBAS SA / ALLFUNDS,FRANCE,Bank / Private Banking,71.54,3547804.0,16071497.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,14,VIE PLUS | FRANCE | Insurance Company / Unit Link,VIE PLUS,FRANCE,Insurance Company / Unit Link,71.42,4470393.0,142008388.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,15,CALI EUROPE (ex PREDICA EUROPE) / FUND CHANNEL | FRANCE | Insurance Company / Unit Link,CALI EUROPE (ex PREDICA EUROPE) / FUND CHANNEL,FRANCE,Insurance Company / Unit Link,71.28,2205677.0,8934022.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,defend,16,CARDIF ASSURANCE VIE (GESTION DE FORTUNE) / ALLFUNDS | FRANCE | Insurance Company / Unit Link,CARDIF ASSURANCE VIE (GESTION DE FORTUNE) / ALLFUNDS,FRANCE,Insurance Company / Unit Link,71.0,3317921.0,64055885.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,17,CIC - SUD OUEST / without rebate | FRANCE | Bank / Retail,CIC - SUD OUEST / without rebate,FRANCE,Bank / Retail,70.86,296144.0,355008.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund US Value,defend,18,BPCE VIE | FRANCE | Insurance Company / Unit Link,BPCE VIE,FRANCE,Insurance Company / Unit Link,70.83,3000415.0,17853497.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,defend,19,CLAY ASSET MANAGEMENT | FRANCE | AM company / Fund of Funds,CLAY ASSET MANAGEMENT,FRANCE,AM company / Fund of Funds,70.27,381244.0,381244.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund US Value,defend,20,AEP-ASSURANCE EPARGNE PENSION / ALLFUNDS | FRANCE | Insurance Company / Unit Link,AEP-ASSURANCE EPARGNE PENSION / ALLFUNDS,FRANCE,Insurance Company / Unit Link,70.01,2134756.0,46599244.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,21,LA MONDIALE PARTENAIRE SA / Déposé EDRF | FRANCE | Insurance Company / Unit Link,LA MONDIALE PARTENAIRE SA / Déposé EDRF,FRANCE,Insurance Company / Unit Link,70.0,2246975.0,32025714.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,22,UBS Wealth Management France | FRANCE | Bank / Private Banking,UBS Wealth Management France,FRANCE,Bank / Private Banking,69.94,2013166.0,5697883.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR Fund US Value,defend,23,CNP Assurances (Distribution MFEX FRANCE) | FRANCE | Insurance Company / Unit Link,CNP Assurances (Distribution MFEX FRANCE),FRANCE,Insurance Company / Unit Link,69.72,2361033.0,76905879.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,defend,24,ASSURANCES DU CREDIT MUTUEL - ACM | FRANCE | Insurance Company / Unit Link,ASSURANCES DU CREDIT MUTUEL - ACM,FRANCE,Insurance Company / Unit Link,69.59,3927899.0,66806016.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,defend,25,ROTHSCHILD & CO ASSET MANAGEMENT / FUND CHANNEL | FRANCE | Bank / Private Banking,ROTHSCHILD & CO ASSET MANAGEMENT / FUND CHANNEL,FRANCE,Bank / Private Banking,69.11,961999.0,2875208.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund US Value,cross_sell,1,MATIGNON FINANCES | FRANCE | AM company / Independant,MATIGNON FINANCES,FRANCE,AM company / Independant,70.41,0.0,37279.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,fund already shows product-market fit in this country
EdR Fund US Value,cross_sell,2,BANQUE SAINT-OLIVE | FRANCE | Bank / Private Banking,BANQUE SAINT-OLIVE,FRANCE,Bank / Private Banking,56.17,0.0,738507.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund US Value,cross_sell,3,GENERALI VIE (DISTRIBUTION) / SGPB | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION) / SGPB,FRANCE,Insurance Company / Unit Link,49.08,0.0,8749918.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,4,AURIS GESTION | FRANCE | AM company / Fund of Funds,AURIS GESTION,FRANCE,AM company / Fund of Funds,46.12,0.0,2586296.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund US Value,cross_sell,5,GENERALI VIE (DISTRIBUTION) / PRIMONIAL | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION) / PRIMONIAL,FRANCE,Insurance Company / Unit Link,45.7,0.0,1667822.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,6,EPSOR (Marque de FREMAVI SAS) | FRANCE | Independant Financial Advisor,EPSOR (Marque de FREMAVI SAS),FRANCE,Independant Financial Advisor,45.14,0.0,20529671.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund US Value,cross_sell,7,THE ONE LIFE COMPANY S.A. / FUND CHANNEL | LUXEMBOURG | Insurance Company / Unit Link,THE ONE LIFE COMPANY S.A. / FUND CHANNEL,LUXEMBOURG,Insurance Company / Unit Link,45.02,0.0,13524050.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund US Value,cross_sell,8,ODDO BHF ASSET MANAGEMENT SAS (France) | FRANCE | AM company / Fund of Funds,ODDO BHF ASSET MANAGEMENT SAS (France),FRANCE,AM company / Fund of Funds,44.68,0.0,33516066.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund US Value,cross_sell,9,GROUPAMA GAN VIE / MFEX FR/ no rebates | FRANCE | Insurance Company / Unit Link,GROUPAMA GAN VIE / MFEX FR/ no rebates,FRANCE,Insurance Company / Unit Link,44.41,0.0,818691.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,10,CRCAM DES SAVOIES (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM DES SAVOIES (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,44.39,0.0,543760.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,11,AREAS VIE | FRANCE | Insurance Company / Unit Link,AREAS VIE,FRANCE,Insurance Company / Unit Link,44.19,0.0,47314650.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund US Value,cross_sell,12,CDC CROISSANCE | FRANCE | AM company / Own account,CDC CROISSANCE,FRANCE,AM company / Own account,44.1,0.0,25005423.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,13,GENERALI VIE (DISTRIBUTION) / BANQUE TRANSATLANTIQUE | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION) / BANQUE TRANSATLANTIQUE,FRANCE,Insurance Company / Unit Link,44.07,0.0,223202.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,14,NEW ALPHA AM | FRANCE | AM company / Fund of Funds,NEW ALPHA AM,FRANCE,AM company / Fund of Funds,43.69,0.0,46394752.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund US Value,cross_sell,15,CRCAM ALSACES VOSGES (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM ALSACES VOSGES (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,43.68,0.0,285632.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,16,BNP PARIBAS ASSET MANAGEMENT / ALLFUNDS | FRANCE | AM company / Fund of Funds,BNP PARIBAS ASSET MANAGEMENT / ALLFUNDS,FRANCE,AM company / Fund of Funds,43.55,0.0,39605479.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund US Value,cross_sell,17,GENERALI VIE (DISTRIBUTION) / HSBC | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION) / HSBC,FRANCE,Insurance Company / Unit Link,43.43,0.0,102969.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,18,OFI INVEST AM - AFER | FRANCE | AM company / Fund of Funds,OFI INVEST AM - AFER,FRANCE,AM company / Fund of Funds,43.3,0.0,30255757.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,19,"PROALTUS CAPITAL AM SGIIC, S.A. | SPAIN | AM company / Independant","PROALTUS CAPITAL AM SGIIC, S.A.",SPAIN,AM company / Independant,43.3,0.0,2311774.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,20,FLORNOY FERRI / via BFCM | FRANCE | AM company / Independant,FLORNOY FERRI / via BFCM,FRANCE,AM company / Independant,43.2,0.0,109515.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,21,AG2R LA MONDIALE GESTION D'ACTIFS (EX AGICAM) | FRANCE | Insurance Company / Unit Link,AG2R LA MONDIALE GESTION D'ACTIFS (EX AGICAM),FRANCE,Insurance Company / Unit Link,43.18,0.0,53919.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,22,"CAJA LABORAL GESTION, S.G.I.I.C., S.A. (LABORAL KUTXA) | SPAIN | AM company / Own account","CAJA LABORAL GESTION, S.G.I.I.C., S.A. (LABORAL KUTXA)",SPAIN,AM company / Own account,43.17,0.0,51535439.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund US Value,cross_sell,23,CARDIF ASSURANCE VIE TAIWAN BRANCH | TAIWAN | Insurance Company / Unit Link,CARDIF ASSURANCE VIE TAIWAN BRANCH,TAIWAN,Insurance Company / Unit Link,42.89,0.0,461213.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,cross_sell,24,AZIMUT LIFE DAC / ALLFUNDS | ITALY | Insurance Company / Unit Link,AZIMUT LIFE DAC / ALLFUNDS,ITALY,Insurance Company / Unit Link,42.8,0.0,66227379.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund US Value,cross_sell,25,DUBLY DOUILHET | FRANCE | Independant Financial Advisor,DUBLY DOUILHET,FRANCE,Independant Financial Advisor,42.62,0.0,56478.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund US Value,new_allocation,1,CREDIT MUTUEL ASSET MANAGEMENT | FRANCE | AM company / Fund of Funds,CREDIT MUTUEL ASSET MANAGEMENT,FRANCE,AM company / Fund of Funds,77.14,0.0,69141538.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,2,SUNNY ASSET MANAGEMENT | FRANCE | AM company / Independant,SUNNY ASSET MANAGEMENT,FRANCE,AM company / Independant,76.41,0.0,4034177.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund US Value,new_allocation,3,MONTE PASCHI BANQUE | FRANCE | Bank / Retail,MONTE PASCHI BANQUE,FRANCE,Bank / Retail,72.6,0.0,1462911.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund US Value,new_allocation,4,BCEEL (BANQUE ET CAISSE D'EPARGNE DE L'ETAT LUXEMBOURG) / MFEX | LUXEMBOURG | Bank / Retail,BCEEL (BANQUE ET CAISSE D'EPARGNE DE L'ETAT LUXEMBOURG) / MFEX,LUXEMBOURG,Bank / Retail,72.39,0.0,45348920.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,5,VEGA INVESTMENT MANAGERS | FRANCE | AM company / Fund of Funds,VEGA INVESTMENT MANAGERS,FRANCE,AM company / Fund of Funds,72.33,0.0,10545265.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,6,CAISSE RÉGIONALE DE CRÉDIT MARITIME ATLANTIQUE | FRANCE | Bank / Retail,CAISSE RÉGIONALE DE CRÉDIT MARITIME ATLANTIQUE,FRANCE,Bank / Retail,71.24,0.0,12812084.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund US Value,new_allocation,7,BANQUE INTERNATIONALE A LUXEMBOURG / CUSTODIAN | LUXEMBOURG | Bank / Private Banking,BANQUE INTERNATIONALE A LUXEMBOURG / CUSTODIAN,LUXEMBOURG,Bank / Private Banking,71.04,0.0,74375139.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,8,MCA FINANCE | FRANCE | AM company / Independant,MCA FINANCE,FRANCE,AM company / Independant,70.83,0.0,912985.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund US Value,new_allocation,9,CNP LUXEMBOURG | LUXEMBOURG | Insurance Company / Unit Link,CNP LUXEMBOURG,LUXEMBOURG,Insurance Company / Unit Link,70.76,0.0,14782189.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund US Value,new_allocation,10,CECABANK / ALLFUNDS | SPAIN | Bank / Trading Platform,CECABANK / ALLFUNDS,SPAIN,Bank / Trading Platform,70.59,0.0,10607860.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,11,"SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C. / ALLFUNDS | SPAIN | AM company / Fund of Funds","SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C. / ALLFUNDS",SPAIN,AM company / Fund of Funds,70.57,0.0,47422501.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,12,2PM MONACO | MONACO | AM company / Independant,2PM MONACO,MONACO,AM company / Independant,70.55,0.0,2988655.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund US Value,new_allocation,13,GESTION FINANCIERE PRIVEE GEFIP | FRANCE | AM company / Independant,GESTION FINANCIERE PRIVEE GEFIP,FRANCE,AM company / Independant,70.29,0.0,7043237.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund US Value,new_allocation,14,BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE (Distribution) | FRANCE | Bank / Retail,BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE (Distribution),FRANCE,Bank / Retail,69.81,0.0,1010254.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund US Value,new_allocation,15,BANQUE POPULAIRE COTE D AZUR NO REBATES | FRANCE | Bank / Retail,BANQUE POPULAIRE COTE D AZUR NO REBATES,FRANCE,Bank / Retail,69.66,0.0,198856.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund US Value,new_allocation,16,CM-CIC GESTION | FRANCE | AM company / Fund of Funds,CM-CIC GESTION,FRANCE,AM company / Fund of Funds,69.58,0.0,53285098.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,17,CHAMPEIL (JEAN-LOUIS) - CHAMPEIL ASSET MANAGEMENT | FRANCE | AM company / Independant,CHAMPEIL (JEAN-LOUIS) - CHAMPEIL ASSET MANAGEMENT,FRANCE,AM company / Independant,68.69,0.0,2375810.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund US Value,new_allocation,18,AUTHENTIC CAPITAL | SWITZERLAND | Independant Financial Advisor,AUTHENTIC CAPITAL,SWITZERLAND,Independant Financial Advisor,68.66,0.0,15751139.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,19,MANDARINE GESTION / FUND CHANNEL | FRANCE | AM company / Independant,MANDARINE GESTION / FUND CHANNEL,FRANCE,AM company / Independant,68.63,0.0,207040.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund US Value,new_allocation,20,2PM MONACO / EDR MONACO | MONACO | AM company / Independant,2PM MONACO / EDR MONACO,MONACO,AM company / Independant,67.99,0.0,3741506.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund US Value,new_allocation,21,CNP ASSURANCES (No Rebates) | FRANCE | Insurance Company / Unit Link,CNP ASSURANCES (No Rebates),FRANCE,Insurance Company / Unit Link,67.89,0.0,230847.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
