manager,group,source_file,topic_id,bucket,category,subcategory,view,page,raw_wording,why
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,positive,16,"EM hard currency: We are overweight. A weaker U.S. dollar, lower U.S. rates and effective EM fiscal and monetary policy have improved economic resilience. We prefer high yield bonds.",EM hard-currency debt is explicitly overweighted.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,currencies_overall,currencies,overall,overall,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,currencies_usd,currencies,currency,usd,negative,16,"A weaker U.S. dollar has boosted local currency EM debt, though it is unclear if this weakening will persist.",The base case still embeds a softer dollar backdrop.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,currencies_eur,currencies,currency,eur,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,currencies_jpy,currencies,currency,jpy,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,currencies_em_fx,currencies,currency,em_fx,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,commodities_overall,commodities,overall,overall,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,commodities_gold,commodities,commodity,gold,positive,15,We like gold as a tactical play with idiosyncratic drivers but do not see it as a long-term portfolio hedge.,Gold is still a positive tactical allocation even if not a strategic anchor.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,commodities_oil,commodities,commodity,oil,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,themes_ai,themes,theme,ai,positive,3-6,We remain pro-risk and see the AI theme still the main driver of U.S. equities. We stay risk-on and overweight U.S. stocks on the AI theme.,AI is still BlackRock’s dominant equity theme.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,themes_healthcare,themes,theme,healthcare,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,themes_energy_transition,themes,theme,energy_transition,positive,"6,16",The next phase of the AI buildout may be more about energy and resolving bottlenecks. We see opportunities across EM linked to AI and the energy transition.,BlackRock explicitly ties AI deployment to energy and infrastructure demand.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,,,,
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,positive,"3,15",Fragmentation: AI and defense. We see India as a potential beneficiary of heightened geopolitical fragmentation that benefits multi-aligned connector countries.,Defense and fragmentation are treated as investable structural forces.
BlackRock,G2 Market giants,BlackRock - outlook-2026.pdf,themes_other,themes,theme,other,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_overall,equities,overall,overall,positive,4,"La diversification reste la meilleure défense dans un monde où les marchés actions sont concentrés et les valorisations élevées. Il convient de rééquilibrer les portefeuilles entre les styles, les secteurs, les tailles et les régions.","Constructive equity stance, but diversified beyond concentrated winners."
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_geography_us,equities,geography,us,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_geography_europe,equities,geography,europe,positive,4,"Il convient de rééquilibrer les portefeuilles afin de saisir les opportunités, notamment sur les marchés émergents et les actifs européens.",European assets are explicitly highlighted in the diversification push.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_geography_japan,equities,geography,japan,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_geography_em,equities,geography,em,positive,4,"Il convient de rééquilibrer les portefeuilles afin de saisir les opportunités, notamment sur les marchés émergents et les actifs européens.",Emerging markets are highlighted as part of the preferred diversification set.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_geography_china,equities,geography,china,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_size_large_cap,equities,size,large_cap,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_size_small_cap,equities,size,small_cap,positive,4,"La dynamique européenne se maintient. Cela peut créer des opportunités dans le crédit d’entreprise en euro, les petites et moyennes capitalisations et les thèmes liés à la défense, aux infrastructures et à l’autonomie stratégique.",European SMID exposure is explicitly favored.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_style_growth,equities,style,growth,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_style_value,equities,style,value,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,equities_style_quality,equities,style,quality,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_overall,fixed_income,overall,overall,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,positive,4,"Dans ce nouveau paradigme, nous privilégions les obligations européennes et, aux États-Unis, le crédit investment grade par rapport aux bons du Trésor américain plus volatils.",Investment grade is preferred over more volatile US Treasuries.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_duration,fixed_income,duration,overall,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,positive,4,La dynamique européenne se maintient. Cela peut créer des opportunités dans le crédit d’entreprise en euro.,Euro corporate credit is an explicit opportunity.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,positive,33,"Les obligations émergentes se distinguent pour leur revenu élevé et leur potentiel de diversification, tandis que les actions émergentes offrent un éventail diversifié d’opportunités.",EM bonds are favored for income and diversification.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,currencies_overall,currencies,overall,overall,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,currencies_usd,currencies,currency,usd,negative,33,"Nous continuons de nous positionner pour un dollar faible, bien que non linéaire, en 2026.",Weak USD is an explicit FX position.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,currencies_eur,currencies,currency,eur,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,currencies_jpy,currencies,currency,jpy,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,currencies_em_fx,currencies,currency,em_fx,positive,33,"Les devises émergentes pourraient s’apprécier dans un contexte de dépréciation du dollar américain. Nous privilégions les devises à portage élevé en Amérique latine, dans la région CEEMEA et en Asie.",Long EM FX as the dollar weakens.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,commodities_overall,commodities,overall,overall,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,commodities_gold,commodities,commodity,gold,positive,4,"Cela nécessite une prise de risque sélective et une diversification accrue dans les devises, l’or et les actifs réels.",Gold is part of the recommended diversification toolkit.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,commodities_oil,commodities,commodity,oil,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_ai,themes,theme,ai,positive,4,Les thèmes de l’IA et de la transformation technologique stimulent la demande énergétique dans un contexte de transition vers la neutralité carbone.,AI remains a major structural growth and capex theme.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_healthcare,themes,theme,healthcare,,,,
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_energy_transition,themes,theme,energy_transition,positive,4,"Les thèmes de l’IA et de la transformation technologique stimulent la demande énergétique dans un contexte de transition vers la neutralité carbone. Cela ouvre des opportunités parmi les actions liées au thème climatique, les infrastructures durables et les obligations vertes.",Energy transition and climate infrastructure are explicit opportunities.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,mixed,4,Nous sommes confrontés à une ère de désordre contrôlé : un monde multipolaire remodelé par une révolution technologique et des divergences budgétaires.,Multipolar disorder is treated as a structural backdrop and source of opportunity.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,positive,4,"La dynamique européenne se maintient. Cela peut créer des opportunités dans les thèmes liés à la défense, aux infrastructures et à l’autonomie stratégique.",Defense and strategic autonomy are named investment themes.
Amundi,G2 Market giants,AMUNDI - Perspectives d'investissement 2026.pdf,themes_other,themes,theme,other,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_overall,equities,overall,overall,positive,2,Les actions mondiales pourraient bien clôturer l’année sur une progression à deux chiffres.,JPM starts from a broadly constructive global equity backdrop.
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_geography_us,equities,geography,us,positive,25,"Selon nous, l’économie américaine devrait profiter des effets positifs des gains de pouvoir d’achat, des baisses de taux et des investissements continus dans l’intelligence artificielle.","The U.S. remains supported by fiscal liquidity, easing, and AI investment."
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_geography_europe,equities,geography,europe,positive,2-3,L’activité devrait s’accélérer de manière significative en Europe continentale en 2026. L’énorme plan de relance budgétaire annoncé en Allemagne commencera à se répercuter dans les données économiques.,Europe is supported by German fiscal expansion and easier policy.
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_geography_japan,equities,geography,japan,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_geography_em,equities,geography,em,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_geography_china,equities,geography,china,positive,4,La reprise des valeurs technologiques et les soutiens publics ont soutenu l’ensemble du marché chinois et devraient contribuer à améliorer la confiance des consommateurs.,China improves at the margin through tech leadership and policy support.
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_size_large_cap,equities,size,large_cap,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_size_small_cap,equities,size,small_cap,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_style_growth,equities,style,growth,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_style_value,equities,style,value,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,equities_style_quality,equities,style,quality,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,fixed_income_overall,fixed_income,overall,overall,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,fixed_income_duration,fixed_income,duration,overall,long,24,"Pour se prémunir contre un décrochage des actions technologiques, les investisseurs devraient envisager des obligations de haute qualité à long terme.",JPM explicitly reintroduces long high-quality bonds as protection.
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,positive,24,Les investisseurs devraient envisager des obligations de haute qualité à long terme pour se protéger contre un décrochage des actions technologiques.,High-quality sovereign-like duration regains a defensive role.
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,currencies_overall,currencies,overall,overall,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,currencies_usd,currencies,currency,usd,negative,"5,25","Si l’indépendance de la banque centrale américaine devait réellement être remise en question, le dollar serait probablement l’actif qui en pâtirait le plus. Le dollar américain continue de chuter face à un large panier de devises.",JPM explicitly flags downside dollar risk.
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,currencies_eur,currencies,currency,eur,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,currencies_jpy,currencies,currency,jpy,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,currencies_em_fx,currencies,currency,em_fx,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,commodities_overall,commodities,overall,overall,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,commodities_gold,commodities,commodity,gold,positive,24,"Un autre actif à considérer est l’or. Dans les périodes d’inflation chronique, ses propriétés de réserve de valeur en font un important atout de diversification de portefeuille.",Gold is a recommended hedge against chronic inflation and credibility risk.
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,commodities_oil,commodities,commodity,oil,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,themes_ai,themes,theme,ai,mixed,25,"Risque baissier: les actions technologiques faiblissent. L’engouement pour l’IA s’affaiblit si la demande en infrastructures a été surestimée, mais notre scénario central reste soutenu par des investissements continus dans l’IA.","AI remains a growth engine, but JPM explicitly maps a downside bubble scenario."
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,themes_healthcare,themes,theme,healthcare,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,themes_energy_transition,themes,theme,energy_transition,,,,
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,negative,2,Les tensions géopolitiques contribuent à la une des journaux et demeurent un risque potentiel de déraillement important pour les investisseurs.,Geopolitical tension remains one of the key downside scenarios.
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,positive,2-3,Les autres pays européens ont décidé d’augmenter leur budget de défense. Les dépenses de défense peuvent améliorer la productivité si la recherche et développement débouche sur de l’innovation.,European defense spending is framed as both macro support and structural investment theme.
JP Morgan AM,G2 Market giants,JP Morgan - outlook-2026-fr.pdf,themes_other,themes,theme,other,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_overall,equities,overall,overall,positive,19,"Compte tenu du contexte actuel, il nous semble essentiel de diversifier au maximum l’exposition aux actions, d’adopter une exposition active, d’investir à l’échelle mondiale et de gérer efficacement les risques.","Constructive on equities, but through active global diversification rather than passive beta."
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_geography_us,equities,geography,us,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_geography_europe,equities,geography,europe,positive,19,"En Europe, la priorité accordée à la sécurité nationale et économique se traduit par une augmentation des investissements dans les infrastructures et les capacités de défense.",European equities benefit from capex in defense and infrastructure.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_geography_japan,equities,geography,japan,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_geography_em,equities,geography,em,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_geography_china,equities,geography,china,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_size_large_cap,equities,size,large_cap,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_size_small_cap,equities,size,small_cap,positive,9,"Sur les segments des petites et moyennes capitalisations, nous pensons que les facilitateurs, fournissant les pioches et les pelles du boom de l’IA, offrent d’excellentes opportunités.",Small and mid caps linked to AI infrastructure are explicitly attractive.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_style_growth,equities,style,growth,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_style_value,equities,style,value,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,equities_style_quality,equities,style,quality,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_overall,fixed_income,overall,overall,positive,9,"Les cycles d’assouplissement offrent selon nous des opportunités dans toutes les classes d’actifs. Les baisses de taux pourraient profiter aux instruments obligataires, notamment les bons du Trésor américain à court terme et les obligations Investment grade.",Easing cycles support a constructive fixed-income stance.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,positive,9,"Les baisses de taux pourraient profiter aux instruments obligataires, notamment les bons du Trésor américain à court terme et les obligations Investment grade, dont la composante taux est plus élevée que par le passé.",Investment-grade bonds are a primary beneficiary of rate cuts.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,positive,12,"Certains segments obligataires pourraient être intéressants, notamment les titres à haut rendement et le crédit titrisé, qui peuvent générer un revenu non-négligeable.",High yield is presented as an income-generating opportunity.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_duration,fixed_income,duration,overall,short,9,Les baisses de taux pourraient profiter aux bons du Trésor américain à court terme.,The preferred sovereign duration exposure is on the short end.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,positive,9,Les baisses de taux pourraient profiter aux bons du Trésor américain à court terme.,Short-term Treasuries are one of the named bond opportunities.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,positive,28,"Le crédit américain IG évolue en milieu de cycle, et non en fin de cycle. Le marché à haut rendement se porte également bien, avec une amélioration de la qualité de crédit et une duration plus courte.",Corporate credit is supported by resilient fundamentals.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,positive,9,Les obligations en devises locales et la dette extérieure des pays émergents devraient également bénéficier de l’assouplissement de la Fed.,EM debt is a direct beneficiary of easier Fed policy.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,currencies_overall,currencies,overall,overall,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,currencies_usd,currencies,currency,usd,mixed,9,"Sur le front des devises, le dollar américain a enregistré des performances mitigées sur fond de baisse des taux de la Fed. Historiquement, le dollar a tendance à se raffermir ou à évoluer en dents de scie lorsque la baisse des taux de la Fed n’entraîne pas de récession.",Goldman does not have a clean one-way bearish dollar view.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,currencies_eur,currencies,currency,eur,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,currencies_jpy,currencies,currency,jpy,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,currencies_em_fx,currencies,currency,em_fx,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,commodities_overall,commodities,overall,overall,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,commodities_gold,commodities,commodity,gold,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,commodities_oil,commodities,commodity,oil,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,commodities_industrial_metals,commodities,commodity,industrial_metals,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_ai,themes,theme,ai,mixed,9,"L’univers d’investissement lié à l’IA devrait s’élargir et donner accès à de nouvelles opportunités. Mais la visibilité sur la rentabilité de ces investissements reste faible, ce qui rend essentielle une analyse rigoureuse des fondamentaux.","AI remains fertile, but the firm stresses valuation and monetization discipline."
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_healthcare,themes,theme,healthcare,,,,
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_energy_transition,themes,theme,energy_transition,positive,40,"La demande de données, alimentée par l’IA, va entraîner une accélération massive de la croissance de la demande mondiale en électricité. Les infrastructures, les obligations vertes et le financement de l’énergie durable offriront selon nous des opportunités prometteuses.","Power, infrastructure, and sustainable energy capex are explicit opportunity areas."
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_geopolitical_risk,themes,theme,geopolitical_risk,mixed,48,"Les tensions géopolitiques, les engagements de l’OTAN en matière de défense et la nouvelle dynamique des projets de réindustrialisation imposent aux nations et aux entreprises de construire des chaînes d’approvisionnement résilientes et de sécuriser leurs ressources critiques.",Geopolitics is treated as both a risk source and an investment catalyst.
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_defense_sovereignty,themes,theme,defense_sovereignty,positive,48,Nous pensons que le thème de la sécurité économique va s’imposer en 2026. Les gérants actifs auront de nombreuses opportunités d’investir dans des entreprises idéalement positionnées pour profiter de cette transition.,"Economic security, defense, and national resilience are core themes."
Goldman Sachs AM,G2 Market giants,Goldman Sach - Investment-Outlook-2026_fr.pdf,themes_other,themes,theme,other,positive,48,"Le thème de la sécurité économique va occuper une place centrale, avec des besoins d’investissement gigantesques dans la résilience des chaînes d’approvisionnement, les ressources critiques et la cybersécurité.",Supply-chain resilience and economic security are additional thematic calls.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_overall,equities,overall,overall,positive,26,"We expect global equities to rise by around 15% by the end of 2026, and we think investors underallocated to stocks should add to equities.",Explicit call to add to equities.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_geography_us,equities,geography,us,positive,26,"Our positive views on US tech and US equities are core drivers, and in the US we favor technology, utilities, and health care.",US remains the core equity engine.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_geography_europe,equities,geography,europe,positive,27,"We upgrade European equities to Attractive, with a particular focus on the Eurozone.",Europe is explicitly upgraded to Attractive.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_geography_japan,equities,geography,japan,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_geography_em,equities,geography,em,positive,26,"Beyond the US, we also see opportunities in Europe, Japan, and China. Strong liquidity, earnings, and retail flows should sustain momentum for Chinese, Asian, and emerging market equities.",Emerging market equities are part of the preferred opportunity set.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_geography_china,equities,geography,china,positive,26,"In Asia, we favor China, and China’s tech sector stands out as a top global opportunity.",China is singled out within Asia as a preferred equity market.
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_size_large_cap,equities,size,large_cap,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_size_small_cap,equities,size,small_cap,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_style_growth,equities,style,growth,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_style_value,equities,style,value,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,equities_style_quality,equities,style,quality,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_overall,fixed_income,overall,overall,positive,41,A robust fixed income allocation provides stability and income while managing risk.,Rates coming down shift the focus back to portfolio income.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_credit_quality_investment_grade,fixed_income,credit_quality,investment_grade,positive,41,"We recommend diversifying across developed market government bonds, corporate and emerging market bonds, with quality bonds offering attractive yields.",Quality / higher-grade bonds are treated as core portfolio ballast.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_credit_quality_high_yield,fixed_income,credit_quality,high_yield,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_duration,fixed_income,duration,overall,neutral,41,"We believe an average duration of five to seven years balances risk and return for long-term investors, especially when rates are expected to change gradually.",Prefers intermediate duration rather than an extreme duration stance.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_segment_government_bonds,fixed_income,segment,government_bonds,positive,41,We recommend diversifying across developed market government bonds for stability.,Government bonds are held for stability.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_segment_corporate_bonds,fixed_income,segment,corporate_bonds,positive,41,We recommend diversifying across corporate bonds for higher income.,Corporate bonds are part of the income allocation.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_segment_em_debt,fixed_income,segment,em_debt,positive,41,We recommend diversifying across emerging market bonds for higher income.,EM bonds are part of the diversified income mix.
UBS,G2 Market giants,UBS Year Ahead.pdf,fixed_income_segment_inflation_linked,fixed_income,segment,inflation_linked,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,currencies_overall,currencies,overall,overall,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,currencies_usd,currencies,currency,usd,negative,12,"Currency strategy matters. We favor the euro and Australian dollar over the US dollar, as US rate cuts may weigh on the greenback.",US dollar is the funding currency they prefer against.
UBS,G2 Market giants,UBS Year Ahead.pdf,currencies_eur,currencies,currency,eur,positive,12,Currency strategy matters. We favor the euro and Australian dollar over the US dollar.,Euro is a preferred currency versus the dollar.
UBS,G2 Market giants,UBS Year Ahead.pdf,currencies_jpy,currencies,currency,jpy,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,currencies_em_fx,currencies,currency,em_fx,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,commodities_overall,commodities,overall,overall,,,,
UBS,G2 Market giants,UBS Year Ahead.pdf,commodities_gold,commodities,commodity,gold,positive,50,"Gold has historically been an effective portfolio hedge during market stress, inflation fears, or geopolitical uncertainty. We believe a modest allocation can enhance diversification and buffer against systemic risks.",Gold is explicitly recommended as a hedge allocation.
